/begin_header
/data_file_name=nomad_seawifs_v2.a2_2008200.txt
/delimiter=comma
/missing=-999
!
! NOMAD: the NASA bio-Optical Marine Algorithm Data set
! Version 2.0.sv2, created on 28 March 2012
! SeaWiFS data product validation evaluation data set
! 
! This is a publicly available data set for research use only.
! Compiled by the NASA Ocean Biology Processing Group, Goddard Space Flight Center, U.S.A.
! Source data are available online via the SeaBASS Web site (http://seabass.gsfc.nasa.gov).
! Please contact the SeaBASS Administrator with questions (seabass@seabass.gsfc.nasa.gov).
!
! ~~~~ ALL USERS ARE ASKED TO ACKNOWLEDGE BOTH THE INDIVIDUAL DATA CONTRIBUTORS and SEABASS ~~~~
!
! Data were contributed by participants in the NASA SIMBIOS Program (NRA-96-MTPE-04 
! and NRA-99-OES-09) and by voluntary contributors.  A cruise name accompanies each 
! data record.  Cruise details, including contributors' names, are available online 
! using the "General Search" and "Cruise Search" utilities on the SeaBASS Web site 
! (http://seabass.gsfc.nasa.gov/search.html). 
!
! CITATION: Werdell, P.J. and S.W. Bailey, 2005: An improved in situ 
! bio-optical data set for ocean color algorithm development and satellite
! data product validation.  Remote Sensing of Environment, 98(1), 122-140.
!
! ~~~~ VALIDATION DISCLAIMER ~~~~
!
! The SeaWiFS data were acquired from the NASA OBPG and processed following the R2010.0
! configuration (http://oceancolor.gsfc.nasa.gov/WIKI/OCReproc.html).  Operational
! validation results are maintained and made publicly available on the SeaBASS Web site 
! (http://seabass.gsfc.nasa.gov/seabasscgi/validation_search.cgi). 
!
! The validation match-ups were generated following Bailey and Werdell (2006, Rem. Sens. 
! Environ., 102, 12-23).  To increase the sample size of this subset and to facilitate
! the evaluation of the validation exclusion criteria, the temporal and satellite 
! coefficient of variation thresholds were relaxed from those applied operationally by 
! the OBPG (+/- 3 hours and 0.15, respectively, as described in the above reference). 
! However, those stations satisfying these thresholds (and, therefore, used in the 
! operational OBPG validation data set) are indicated by '1' in the 'valid' column.          
!
! alphabetical description of data products
! -----------------------------------------
! ad       ~ detrital (non-algal) absorption coefficient (m-1)
! ag       ~ dissolved (gelbstoff) absorption coefficient (m-1)
! ap       ~ particulate absorption coefficient (m-1)
! bb       ~ total backscattering coefficient (m-1)
! chl      ~ fluorometric chlorophyll a
! cruise   ~ field campaign on which data record was collected
! cv       ~ coefficient of variation of valid SeaWiFS pixels (unitless)
! es       ~ spectral surface irradiance (uW cm-2 nm-1)
! etopo2   ~ NGDC ETOPO2 water depth (meters)
! flag     ~ NOMAD binary indicator flag (unitless)
! id       ~ NOMAD record identifier (unitless)
! kd       ~ diffuse downwelling irradiance coefficient (m-1)
! lw       ~ spectral water-leaving radiance (uW cm-2 nm-1 sr-1)
! oisst    ~ optimal interpolation (OI) sea surface temperature (SST) (degrees C)
! sal      ~ average salinity for 0-3 meters (PSU)
! sat_file ~ corresponding satellite Level-1A file
! sat_rrs  ~ satellite remote-sensing reflectance (sr-1)
! sat_lt   ~ satellite top-of-atmosphere radiance (uW cm-2 nm-1 sr-1)
! sat_rhot ~ satellite top-of-atmosphere reflectance (unitless)
! senz     ~ satellite viewing (zenith) angle (degrees)
! solz     ~ solar zenith angle at time of satellite overpass (degrees)
! sena     ~ satellite azimuth angle (degrees)
! sola     ~ solar azimuth angle (degrees)
! tdiff    ~ time difference between the satellite and in situ observations (seconds)
! valid    ~ indicates satisfaction of the operational OBPG exclusion criteria (unitless)
! wt       ~ average water temperature for 0-3 meters (degrees C)
!
! alphabetical description of HPLC data products (all units mg m-3)
! -----------------------------------------------------------------
! allo           ~ alloxanthin
! alpha_beta_car ~ alpha-carotene + beta-carotene
! alpha_car      ~ alpha- (beta,epsilon) carotene
! beta_car       ~ beta- (beta,beta) carotene
! but_fuco       ~ 19'-butanoyloxyfucoxanthin
! chl_a          ~ total chlorophyll a == dv_chl_a + mv_chl_a + chlide_a + allomers + epimers
! chl_b          ~ chlorophyll b
! chl_c1c2       ~ chlorophyll c1 + chlorophyll c2
! chl_c2         ~ chlorophyll c2
! chl_c3         ~ chlorophyll c3
! chlide_a       ~ chlorophyllide a
! diadino        ~ diadinoxanthin
! diato          ~ diatoxanthin
! dv_chl_a       ~ divinyl chlorophyll a
! fuco           ~ fucoxanthing
! hex_fuco       ~ 19'-hexanoyloxyfucoxanthin
! lut            ~ lutein
! mv_chl_a       ~ monovinyl chlorophyll a
! perid          ~ peridinin
! pras           ~ prasinoxanthin
! viola          ~ violaxanthin
! zea            ~ zeaxanthin
!
! dates and times are UTC
! negative latitudes are south of the Equator
! negative longitudes are west of the Prime Meridian
!
! references
! ----------
! oisst  ~ Reynolds et al. 2002 (J. Climate, 15, 1609-1625)
! etopo2 ~ Smith and Sandwell 1997 (Science, 277, 1956-1962); Jakobsson et al. 2000 (EOS Trans. AGU, 81, 89)
!
/fields=year,month,day,hour,minute,second,lat,lon,id,oisst,etopo2,chl,chl_a,kd405,kd411,kd443,kd455,kd465,kd489,kd510,kd520,kd530,kd550,kd555,kd560,kd565,kd570,kd590,kd619,kd625,kd665,kd670,kd683,lw405,lw411,lw443,lw455,lw465,lw489,lw510,lw520,lw530,lw550,lw555,lw560,lw565,lw570,lw590,lw619,lw625,lw665,lw670,lw683,es405,es411,es443,es455,es465,es489,es510,es520,es530,es550,es555,es560,es565,es570,es590,es619,es625,es665,es670,es683,ap405,ap411,ap443,ap455,ap465,ap489,ap510,ap520,ap530,ap550,ap555,ap560,ap565,ap570,ap590,ap619,ap625,ap665,ap670,ap683,ad405,ad411,ad443,ad455,ad465,ad489,ad510,ad520,ad530,ad550,ad555,ad560,ad565,ad570,ad590,ad619,ad625,ad665,ad670,ad683,ag405,ag411,ag443,ag455,ag465,ag489,ag510,ag520,ag530,ag550,ag555,ag560,ag565,ag570,ag590,ag619,ag625,ag665,ag670,ag683,a405,a411,a443,a455,a465,a489,a510,a520,a530,a550,a555,a560,a565,a570,a590,a619,a625,a665,a670,a683,bb405,bb411,bb443,bb455,bb465,bb489,bb510,bb520,bb530,bb550,bb555,bb560,bb565,bb570,bb590,bb619,bb625,bb665,bb670,bb683,bbr420,bbr442,bbr470,bbr488,bbr510,bbr514,bbr532,bbr550,bbr555,bbr589,bbr620,bbr671,bbr676,bbr870,wt,sal,poc,kpar,z_37,z_10,z_01,chlide_a,mv_chl_a,dv_chl_a,chl_c3,chl_c2,chl_c1c2,perid,but-fuco,hex-fuco,fuco,pras,viola,diadino,allo,diato,lut,zea,chl_b,beta-car,alpha-car,alpha-beta-car,flag,cruise,sat_rrs412,sat_rrs443,sat_rrs490,sat_rrs510,sat_rrs555,sat_rrs670,sat_lt412,sat_lt443,sat_lt490,sat_lt510,sat_lt555,sat_lt670,sat_rhot412,sat_rhot443,sat_rhot490,sat_rhot510,sat_rhot555,sat_rhot670,sat_file,tdiff,solz,sola,senz,sena,cv,valid
/units=-999
/end_header
1997,10,11,09,32,00,39.29,25.11,4069,19.57,462,0.091,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.4154,0.5087,-999,-999,0.4868,0.3389,0.2577,0.2447,0.1812,0.1679,0.1518,0.1437,0.1316,-999,0.0325,0.0314,0.0222,0.0219,0.0204,-999,97.08,106.72,-999,-999,118.2,121.4,115.42,120.02,115.48,114.24,113.04,112.68,111.92,-999,104.28,103.14,97.26,94.36,88.52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17411,akwanavt_97,0.00552,0.00575,0.00485,0.00345,0.00194,0.00027,8.41955,7.5278,5.67047,4.72575,3.3288,1.61295,0.23081,0.18794,0.13704,0.11923,0.08636,0.05066,S1997284110316.L2_MLAC,5880,48.7,201.5,37.7,250.1,0.058,1
2000,02,22,17,00,00,-61.45,-62.299,1596,2.54,3549,0.132,0.118,-999,0.03851,0.0313,-999,-999,0.03131,0.0508,0.05773,-999,-999,0.08764,-999,0.08517,-999,-999,-999,-999,-999,-999,-999,-999,0.89905,0.9061,-999,-999,0.73186,0.42486,0.43496,-999,-999,0.16129,-999,0.13849,-999,-999,0.01176,-999,0.00371,0.01015,0.00578,-999,76.877,87.685,-999,-999,97.571,97.253,98.25,-999,-999,91.711,-999,86.36,-999,-999,84.178,-999,79.782,79.099,74.832,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.00137,0.11583,0,0.0257,0.01289,0,0.00362,0.00283,0.01936,0.04688,0.00024,0,0.02189,0.00075,0,0.0039,0.00108,0,0,0,0,17623,amlr2000,0.00826,0.00774,0.0061,0.0035,0.00169,0.00037,8.70876,7.72768,5.76019,4.65678,3.20798,1.5179,0.24715,0.19953,0.14396,0.12151,0.08607,0.04931,S2000053153433.L2_MLAC,-3180,51.2,4.6,53.7,293.6,0.084,1
2001,02,19,16,10,00,-61.29,-56.29,1633,0.78,330,-999,-999,-999,0.08031,0.06625,-999,0.05295,0.0473,0.05857,0.07524,0.07885,-999,0.09334,-999,0.1084,-999,0.20121,-999,-999,-999,-999,-999,-999,0.3649,0.40508,-999,0.46644,0.42843,0.341,0.25955,0.23403,-999,0.15801,-999,0.14498,-999,0.06842,-999,0.01933,0.00945,-999,-999,-999,88.664,99.199,-999,110.888,106.879,108.242,-999,106.476,-999,102.923,-999,101.478,-999,97.047,-999,92.033,89.935,-999,-999,0.0288,0.03093,0.03554,0.03254,0.03137,0.02341,0.01485,0.01196,0.00955,0.00591,0.00521,0.00468,0.00431,0.00405,0.00415,0.00394,0.0041,0.00813,0.01077,0.00981,0.00731,0.00683,0.00476,0.00416,0.00372,0.00284,0.00224,0.002,0.00179,0.00143,0.00136,0.00128,0.00121,0.00114,0.00091,0.00066,0.00062,0.00039,0.00037,0.00032,0.03914,0.03567,0.02171,0.01803,0.01544,0.01064,0.00768,0.00658,0.00563,0.00413,0.00382,0.00353,0.00327,0.00303,0.00222,0.00142,0.00129,0.00069,0.00064,0.00053,0.073279,0.071251,0.06431,0.060198,0.056923,0.048838,0.05506,0.059378,0.058754,0.066592,0.068819,0.070321,0.072392,0.076916,0.142175,0.279016,0.289915,0.438518,0.451948,0.489061,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,147665,amlr2001,0.0043,0.00389,0.00359,0.00279,0.00171,0.00023,6.86718,5.91816,4.26638,3.49913,2.34232,0.94619,0.20129,0.15782,0.11013,0.0943,0.06491,0.03175,S2001050135427.L2_MLAC,-6000,52.7,27.8,27.1,57.4,0.058,1
2002,01,22,13,45,00,-60.999,-56.498,1659,1.79,2193,0.707,0.614,-999,0.06742,0.05962,-999,0.05272,0.04993,0.05578,0.06254,0.06468,-999,0.07658,-999,0.07979,-999,0.13805,-999,-999,-999,-999,-999,-999,0.51911,0.55929,-999,0.62445,0.5973,0.48001,0.37087,0.33123,-999,0.23512,-999,0.21829,-999,0.10154,-999,0.02894,0.01455,-999,-999,-999,95.081,106.05,-999,119.148,115.008,116.545,-999,114.928,-999,111.17,-999,109.502,-999,104.559,-999,99.35,97.083,-999,-999,0.02313,0.02458,0.02654,0.02387,0.02274,0.01664,0.01087,0.00887,0.00714,0.00447,0.00392,0.00351,0.00324,0.00305,0.00333,0.00336,0.00352,0.00742,0.00952,0.00813,0.0062,0.00572,0.00371,0.00316,0.00275,0.002,0.0015,0.00131,0.00114,0.00087,0.00082,0.00076,0.00072,0.00066,0.00051,0.00035,0.00033,0.00019,0.00017,0.00015,0.04679,0.042,0.02382,0.01933,0.01628,0.01085,0.00767,0.00651,0.00555,0.00403,0.00374,0.00345,0.0032,0.00295,0.00218,0.00141,0.00129,0.00072,0.00067,0.00056,0.075259,0.071231,0.05742,0.052828,0.049133,0.042278,0.05107,0.056218,0.056264,0.065052,0.067449,0.069071,0.071252,0.075836,0.141315,0.278426,0.289335,0.437838,0.450728,0.487411,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.61,-999,-999,-999,-999,-999,-999,0.0079,0.5914,0,0.0354,0.0652,0,0.006,0.0293,0.0935,0.1589,0.0047,0.0063,0.0704,0.008,0.009,0.0034,0.0038,0.039,0.0108,0.0015,0.0123,1199319,amlr2002,0.00485,0.00457,0.00419,0.00305,0.00167,0.00023,8.39358,7.278,5.2808,4.30522,2.8686,1.18668,0.21231,0.16748,0.11763,0.10012,0.06859,0.03436,S2002022133012.L2_MLAC,1080,45.9,38.6,45.8,91.4,0.123,1
1997,09,27,11,29,00,24.1392,-20.9995,6083,24.67,4369,-999,0.158,-999,0.043,0.038,-999,-999,0.034,0.051,-999,-999,-999,0.076,-999,-999,-999,-999,-999,-999,0.722,-999,0.735,-999,0.87455,0.92426,-999,-999,0.77628,0.47947,-999,-999,-999,0.21036,-999,-999,-999,-999,-999,-999,0.0128,-999,0.0114,-999,115.127,129.569,-999,-999,141.026,142.684,-999,-999,-999,130.287,-999,-999,-999,-999,-999,-999,113.771,-999,108.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0668,15,37.5,81.3,-999,-999,-999,-999,-999,-999,0.0023,0.0092,0.0312,0.0107,-999,-999,0.0111,0.0022,0.0017,-999,0.0665,0.0058,-999,-999,0.013,18629,amt5,0.0101,0.00857,0.00621,0.00389,0.00184,0.00027,9.15728,7.94205,5.71918,4.58569,3.04057,1.298,0.18908,0.14919,0.104,0.08705,0.05935,0.03068,S1997270134451.L2_MLAC,8880,28,203.5,35.5,243.3,0.052,1
1998,05,16,08,30,00,-32.3397,17.8766,6119,17.21,125,-999,2.6363,-999,0.255,0.232,-999,-999,0.177,0.169,-999,-999,-999,0.16,-999,-999,-999,-999,-999,-999,0.666,-999,0.725,-999,0.09487,0.10664,-999,-999,0.15078,0.163165,-999,-999,-999,0.140445,-999,-999,-999,-999,-999,-999,0.0208,-999,0.041375,-999,60.3405,70.672,-999,-999,78.063,82.3375,-999,-999,-999,72.515,-999,-999,-999,-999,-999,-999,63.1255,-999,62.009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.20728,4.8,10.4,29.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18629,amt6,0.00064,0.00117,0.00163,0.00182,0.00187,0.00051,6.22023,5.33435,3.83864,3.19405,2.23404,0.91206,0.18575,0.14492,0.10087,0.0877,0.06307,0.03118,S1998136095637.L2_MLAC,7200,51.6,4.5,22.3,15.2,0.057,1
1998,05,16,09,16,00,-32.3447,17.8735,6120,17.21,125,-999,2.519,-999,0.267,0.246,-999,-999,0.191,0.176,-999,-999,-999,0.165,-999,-999,-999,-999,-999,-999,0.76,-999,0.795,-999,0.11856,0.1323,-999,-999,0.1707,0.18412,-999,-999,-999,0.1704,-999,-999,-999,-999,-999,-999,0.03639,-999,0.08248,-999,73.818,83.762,-999,-999,92.506,90.992,-999,-999,-999,86.022,-999,-999,-999,-999,-999,-999,76.888,-999,75.584,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.21057,4.7,10,23.7,-999,-999,-999,-999,-999,-999,0.2834,0.0652,0.5924,0.4199,-999,-999,0.1477,0.1233,0,-999,0.0018,0.0694,-999,-999,0.0528,18629,amt6,0.00067,0.00122,0.0017,0.00186,0.0019,0.00053,6.22038,5.33634,3.8386,3.19766,2.23824,0.91451,0.18587,0.14505,0.10098,0.0878,0.06321,0.03127,S1998136095637.L2_MLAC,4440,51.6,4.5,22.3,15.2,0.05,1
1998,05,23,12,25,00,-21.5262,12.2091,6133,17.3,1276,-999,1.761,-999,0.337,0.301,-999,-999,0.224,0.213,-999,-999,-999,0.188,-999,-999,-999,-999,-999,-999,0.62,-999,0.628,-999,0.12621,0.15013,-999,-999,0.18761,0.20232,-999,-999,-999,0.19846,-999,-999,-999,-999,-999,-999,0.04982,-999,0.09737,-999,88.624,100.254,-999,-999,109.513,108.672,-999,-999,-999,103.015,-999,-999,-999,-999,-999,-999,92.345,-999,90.422,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.24482,4.1,8.5,20.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18629,amt6,-0.0004,0.00034,0.00119,0.00129,0.00158,0.00046,7.58682,6.61954,4.90956,4.12883,3.00103,1.37135,0.1916,0.15208,0.10919,0.09587,0.07169,0.03966,S1998143101309.L2_MLAC,-6060,42.5,8.2,40,68.8,0.074,1
